accession	fonction	taille
AT1G08200	description:UDP-D-apiose/UDP-D-xylose	3026
AT1G08210	description:Eukaryotic	3734
AT1G08220	description:ATPase	2368
AT1G08230	description:Transmembrane	3325
AT1G08250	description:arogenate	1833
AT1G08260	description:DNA	18038
AT1G08270	description:vacuolar	1238
AT1G08280	description:Glycosyltransferase	2094
AT1G08290	description:WIP	3381
AT1G08300	description:no	4049
AT1G08310	description:alpha/beta-Hydrolases	1805
AT1G08315	description:ARM	1210
AT1G08320	description:bZIP	6049
AT1G08340	description:Rho	1980
AT1G08350	description:Endomembrane	3042
AT1G08360	description:Ribosomal	2065
AT1G08370	description:decapping	2626
AT1G08380	description:photosystem	1131
AT1G08390	description:recQ-mediated	1213
AT1G08400	description:RINT-1	3029
AT1G08410	description:P-loop	3296
AT1G08420	description:BRI1	7651
AT1G08430	description:aluminum-activated	2708
AT1G08440	description:aluminum	2617
AT1G08450	description:calreticulin	4132
AT1G08460	description:histone	2523
AT1G08465	description:Plant-specific	4011
AT1G08470	description:strictosidine	2113
AT1G08480	description:succinate	1526
AT1G08490	description:chloroplastic	2999
AT1G08500	description:early	1370
AT1G08510	description:fatty	3485
AT1G08520	description:ALBINA	4641
AT1G08530	description:chitinase-like	2181
AT1G08540	description:RNApolymerase	3565
AT1G08550	description:non-photochemical	3120
AT1G08560	description:syntaxin	1475
AT1G08570	description:atypical	2139
AT1G08580		1538
AT1G08590	description:Leucine-rich	3742
AT1G08600	description:P-loop	9789
AT1G08610	description:Pentatricopeptide	2223
AT1G08620	description:Transcription	6888
AT1G08630	description:threonine	3482
AT1G08640	description:Chloroplast	3259
AT1G08645		782
AT1G08650	description:phosphoenolpyruvate	1685
AT1G08660	description:MALE	2985
AT1G08670	description:ENTH/VHS	1416
AT1G08680	description:ARF	6014
AT1G08695	description:SCR-like	543
AT1G08700	description:Presenilin-1	1862
AT1G08710	description:F-box	1911
AT1G08720	description:Protein	5367
AT1G08730	description:Myosin	8484
AT1G08750	description:Peptidase	3495
AT1G08760	description:GPI-anchored	3579
AT1G08770	description:prenylated	1015
AT1G08780	description:ABI3-interacting	1535
AT1G08790	description:1-phosphatidylinositol-4,5-bisphosphate	793
AT1G08800	description:myosin-binding	5253
AT1G08810	description:myb	1413
AT1G08820	description:vamp/synaptobrevin-associated	3723
AT1G08830	description:copper/zinc	2255
AT1G08840	description:DNA	9272
AT1G08845	description:Ribosomal	2166
AT1G08860	description:Calcium-dependent	4381
AT1G08880	description:Histone	1206
AT1G08890	description:Major	4121
AT1G08900	description:Major	3325
AT1G08910	description:zinc	5008
AT1G08920	description:ERD	3397
AT1G08930	description:Major	3961
AT1G08940	description:Phosphoglycerate	1739
AT1G08960	description:cation	2728
AT1G08970	description:nuclear	1556
AT1G08980	description:amidase	2270
AT1G08985	description:AP2/B3-like	461
AT1G08990	description:plant	2538
AT1G09000	description:NPK1-related	4161
AT1G09010	description:glycoside	4280
AT1G09020	description:sucrose	5086
AT1G09030	description:nuclear	421
AT1G09040	description:arginine-glutamic	4156
AT1G09050	description:arginine-glutamic	4143
AT1G09060	description:JmjC	4261
AT1G09070	description:soybean	1605
AT1G09080	description:Heat	2624
AT1G09090	description:respiratory	3847
AT1G09100	description:26S	2835
AT1G09130	description:ATP-dependent	2711
AT1G09140	description:SERINE-ARGININE	3438
AT1G09150	description:pseudouridine	3129
AT1G09155	description:phloem	1368
AT1G09157	description:transmembrane	855
AT1G09160	description:Protein	3148
AT1G09170	description:P-loop	6264
AT1G09176	description:transmembrane	712
AT1G09180	description:secretion-associated	949
AT1G09190	description:Tetratricopeptide	1613
AT1G09195	description:Ppx-GppA	3628
AT1G09200	description:Histone	763
AT1G09210	description:calreticulin	4364
AT1G09220	description:Pentatricopeptide	1674
AT1G09230	description:RNA-binding	3202
AT1G09240	description:nicotianamine	1402
AT1G09245	description:Plant	519
AT1G09250	description:basic	1286
AT1G09260	description:Chaperone	439
AT1G09270	description:importin	3891
AT1G09280	description:rhodanese-like	3262
AT1G09290		2323
AT1G09300	description:Metallopeptidase	4618
AT1G09310	description:plant/protein	988
AT1G09320	description:at	2517
AT1G09330	description:golgi	2516
AT1G09340	description:chloroplast	3101
AT1G09350	description:galactinol	1804
AT1G09360	description:Plant	566
AT1G09370	description:Plant	662
AT1G09380	description:nodulin	3487
AT1G09390	description:GDSL-like	2536
AT1G09400	description:FMN-linked	1524
AT1G09410	description:pentatricopeptide	2287
AT1G09415	description:NIM1-interacting	654
AT1G09420	description:glucose-6-phosphate	3404
AT1G09430	description:ATP-citrate	3545
AT1G09440	description:Protein	2634
AT1G09450	description:Protein	4197
AT1G09460	description:Carbohydrate-binding	1662
AT1G09470	description:myosin	1766
AT1G09480	description:NAD(P)-binding	2782
AT1G09483	description:myosin	573
AT1G09490	description:NAD(P)-binding	2013
AT1G09500	description:NAD(P)-binding	2116
AT1G09510	description:NAD(P)-binding	1553
AT1G09520		1159
AT1G09530	description:phytochrome	3886
AT1G09540	description:myb	1813
AT1G09550	description:Pectinacetylesterase	2751
AT1G09560	description:germin-like	1310
AT1G09570	description:phytochrome	4627
AT1G09575	description:calcium	2027
AT1G09580	description:emp24/gp25L/p24	1874
AT1G09590	description:Translation	1434
AT1G09600	description:Protein	3656
AT1G09610	description:glucuronoxylan	1179
AT1G09620	description:ATP	3921
AT1G09625	description:transmembrane	430
AT1G09630	description:RAB	1660
AT1G09640	description:Translation	2803
AT1G09645	description:transmembrane	1741
AT1G09650	description:F-box	2109
AT1G09660	description:RNA-binding	3332
AT1G09665	description:Toll-Interleukin-Resistance	666
AT1G09680	description:Pentatricopeptide	2091
AT1G09690	description:Translation	1496
AT1G09700	description:dsRNA-binding	2704
AT1G09710	description:Homeodomain-like	3394
AT1G09720	description:Kinase	2865
AT1G09730	description:Cysteine	6713
AT1G09740	description:Adenine	1986
AT1G09750	description:Eukaryotic	1647
AT1G09760	description:U2	2567
AT1G09770	description:cell	3784
AT1G09780	description:Phosphoglycerate	2554
AT1G09790	description:COBRA-like	2337
AT1G09794	description:Cox19	1605
AT1G09795	description:ATP	3376
AT1G09800	description:Pseudouridine	3851
AT1G09810	description:evolutionarily	3298
AT1G09812	description:multidrug	1412
AT1G09815	description:polymerase	941
AT1G09820	description:Pentatricopeptide	2234
AT1G09830	description:Glycinamide	2476
AT1G09840	description:shaggy-like	4684
AT1G09850	description:xylem	2465
AT1G09860	description:purine	1395
AT1G09870	description:histidine	3135
AT1G09880	description:Rhamnogalacturonate	4679
AT1G09890	description:Rhamnogalacturonate	3554
AT1G09900	description:Pentatricopeptide	1796
AT1G09910	description:Rhamnogalacturonate	4506
AT1G09920	description:TRAF-type	2399
AT1G09930	description:oligopeptide	2767
AT1G09932	description:Phosphoglycerate	2809
AT1G09935	description:Phosphoglycerate	1606
AT1G09940	description:Glutamyl-tRNA	2646
AT1G09950	description:RESPONSE	1332
AT1G09960	description:sucrose	3230
AT1G09970	XI-23	3337
AT1G09980	description:Putative	5517
AT1G09995	description:DNA	1385
AT1G10000	description:Ribonuclease	1326
AT1G10010	description:amino	2937
AT1G10020	description:formin-like	2571
AT1G10030	description:ergosterol	2200
AT1G10040	description:alpha/beta-Hydrolases	2888
AT1G10050	description:glycosyl	4574
AT1G10060	description:branched-chain	3219
AT1G10070	description:branched-chain	2384
AT1G10090	description:Early-responsive	5887
AT1G10095	description:Protein	3192
AT1G10100		792
AT1G10110	description:F-box	1374
AT1G10120	description:basic	2917
AT1G10130	description:endoplasmic	11339
AT1G10140	description:Uncharacterized	1181
AT1G10150	description:Carbohydrate-binding	1815
AT1G10155	description:phloem	2623
AT1G10170	description:NF-X-like	4489
AT1G10180	description:LOW	3443
AT1G10190	description:NEP-interacting	1946
AT1G10200	description:GATA	1749
AT1G10210	description:mitogen-activated	2098
AT1G10220	description:ZCF37	1179
AT1G10225	description:transmembrane	613
AT1G10230	description:E3	476
AT1G10240	description:FAR1-related	3226
AT1G10250	description:paired	421
AT1G10270	description:glutamine-rich	3061
AT1G10280	description:Core-2/I-branching	2632
AT1G10290	description:dynamin-like	7061
AT1G10300	description:Nucleolar	2084
AT1G10310	description:NAD(P)-binding	2556
AT1G10320	description:Zinc	4209
AT1G10330	description:Tetratricopeptide	1551
AT1G10340	description:Ankyrin	2311
AT1G10350	description:DNAJ	2238
AT1G10360	description:glutathione	1402
AT1G10370	description:Glutathione	1475
AT1G10380	description:Putative	1860
AT1G10385	description:Vps51/Vps67	2788
AT1G10390	description:Nucleoporin	5918
AT1G10395		268
AT1G10400	description:UDP-Glycosyltransferase	1651
AT1G10410	description:CW14	3261
AT1G10417	description:RUN/FYVE	3271
AT1G10430	description:protein	2158
AT1G10450	description:paired	5819
AT1G10455	description:B3	458
AT1G10460	description:germin-like	1329
AT1G10470	description:response	2372
AT1G10480	description:zinc	1659
AT1G10490	description:GNAT	7429
AT1G10500	description:chloroplast-localized	1485
AT1G10510	description:RNI-like	4151
AT1G10520	description:DNA	3529
AT1G10522	description:Serine/Threonine-kinase	1976
AT1G10530	description:D-ribose-binding	1218
AT1G10540	description:nucleobase-ascorbate	3164
AT1G10550	description:xyloglucan:xyloglucosyl	1975
AT1G10560	description:plant	2566
AT1G10570	description:Cysteine	3704
AT1G10580	description:Transducin/WD40	2576
AT1G10585	description:basic	1474
AT1G10586	description:basic	2511
AT1G10588	description:Gibberellin-regulated	702
AT1G10590	description:Nucleic	1406
AT1G10600	description:associated	1997
AT1G10610	description:basic	2820
AT1G10620	description:Protein	3320
AT1G10630	description:ADP-ribosylation	2085
AT1G10640	description:Pectin	2853
AT1G10650	description:SBP	2545
AT1G10657	description:transmembrane	1566
AT1G10660	description:transmembrane	2907
AT1G10670	description:ATP-citrate	2898
AT1G10680	description:P-glycoprotein	5584
AT1G10690	description:cyclin-dependent	928
AT1G10700	description:phosphoribosyl	2440
AT1G10710	description:poor	2347
AT1G10715	description:EMBRYO	346
AT1G10717	description:EMBRYO	374
AT1G10720	description:BSD	2009
AT1G10730	description:Clathrin	2849
AT1G10740	description:alpha/beta-Hydrolases	2941
AT1G10745	description:maternally	499
AT1G10747	description:maternally	518
AT1G10750	description:carboxyl-terminal	3976
AT1G10760	description:Pyruvate	10098
AT1G10770	description:Plant	947
AT1G10780	description:F-box/RNI-like	1738
AT1G10790	description:hydroxyproline-rich	1583
AT1G10800	description:voltage-gated	816
AT1G10810	description:NAD(P)-linked	1794
AT1G10820		4148
AT1G10830	description:15-cis-zeta-carotene	2068
AT1G10840	description:translation	2985
AT1G10850	description:Leucine-rich	3123
AT1G10865	description:cytochrome	1769
AT1G10870	description:ARF-GAP	7196
AT1G10875	description:core-2/I-branching	1424
AT1G10880	description:core-2/I-branching	1459
AT1G10890	description:arginine/glutamate-rich	3124
AT1G10900	description:Phosphatidylinositol-4-phosphate	5118
AT1G10910	description:Pentatricopeptide	4352
AT1G10920	description:NB-ARC	3491
AT1G10930	description:DNA	7809
AT1G10940	description:Protein	2795
AT1G10950	description:transmembrane	5060
AT1G10960	description:ferredoxin	853
AT1G10970	description:zinc	1325
AT1G10980	description:Lung	2711
AT1G10990	description:transmembrane	948
AT1G11000	description:Seven	4298
AT1G11020	description:RING/FYVE/PHD	1876
AT1G11040	description:HSP40/DnaJ	2051
AT1G11050	description:Protein	2490
AT1G11060	description:WAPL	5324
AT1G11070	description:hydroxyproline-rich	4188
AT1G11080	description:serine	3136
AT1G11090	description:alpha/beta-Hydrolases	1171
AT1G11100	description:SNF2	5652
AT1G11110	description:LisH	2295
AT1G11112		764
AT1G11120	description:CTTNBP	2136
AT1G11125		1180
AT1G11130	description:Leucine-rich	4742
AT1G11145		634
AT1G11160	description:Transducin/WD40	6760
AT1G11170	description:lysine	4011
AT1G11180	description:Secretory	2774
AT1G11190	description:bifunctional	2714
AT1G11200	description:organic	2445
AT1G11210	description:cotton	1330
AT1G11220	description:cotton	1599
AT1G11230	description:transmembrane	1215
AT1G11240	description:ribosomal	3045
AT1G11250	description:syntaxin	1581
AT1G11260	description:sugar	3587
AT1G11270	description:F-box	1592
AT1G11280	description:S-locus	3617
AT1G11290	description:Pentatricopeptide	2920
AT1G11300	description:G-type	3264
AT1G11303	description:G-type	3184
AT1G11310	description:Seven	3733
AT1G11320	description:GDSL	2118
AT1G11330	description:S-locus	4014
AT1G11340	description:G-type	3100
AT1G11350	description:S-domain-1	3463
AT1G11360	description:Adenine	1982
AT1G11362	description:Plant	721
AT1G11370	description:Pectin	3217
AT1G11380	description:PLAC8	1899
AT1G11390	description:Protein	3244
AT1G11400	description:partner	2357
AT1G11410	description:S-locus	3179
AT1G11420	description:at	2495
AT1G11430	description:plastid	2004
AT1G11440		1534
AT1G11450	description:nodulin	2323
AT1G11460	description:nodulin	2523
AT1G11470	description:Pentatricopeptide	942
AT1G11475	description:RNA	1675
AT1G11480	description:eukaryotic	2957
AT1G11490	description:zinc	1641
AT1G11500	description:transmembrane	1023
AT1G11510	description:DNA-binding	1206
AT1G11520	description:pliceosome	590
AT1G11530	description:C-terminal	1088
AT1G11540	description:Sulfite	1847
AT1G11545	description:xyloglucan	1896
AT1G11560	description:Oligosaccharyltransferase	1192
AT1G11570	description:NTF2-like	962
AT1G11572	description:Plant	618
AT1G11580	description:methylesterase	2214
AT1G11590	description:Plant	2097
AT1G11591		889
AT1G11593	description:Plant	607
AT1G11600	description:cytochrome	1945
AT1G11608	description:F-box	1239
AT1G11610	description:cytochrome	2476
AT1G11620	description:F-box	1091
AT1G11630	description:Tetratricopeptide	1711
AT1G11650	description:RNA-binding	3469
AT1G11655		632
AT1G11660	description:heat	4077
AT1G11670	description:MATE	3586
AT1G11680	description:CYTOCHROME	2449
AT1G11684		356
AT1G11690	description:BRANCHLESS	743
AT1G11700	description:senescence	1173
AT1G11710	description:Pentatricopeptide	2645
AT1G11720	description:starch	5678
AT1G11730	description:Galactosyltransferase	3180
AT1G11740	description:ankyrin	3796
AT1G11750	description:CLP	2394
AT1G11755	description:Undecaprenyl	2230
AT1G11760	description:mediator	1308
AT1G11765	description:Plant	720
AT1G11770	description:FAD-binding	1772
AT1G11780	description:oxidoreductase,	2398
AT1G11785	description:transmembrane	1256
AT1G11790	description:arogenate	4066
AT1G11800	description:endonuclease/exonuclease/phosphatase	2106
AT1G11810	description:F-box	1303
AT1G11820	description:O-Glycosyl	2680
AT1G11840	description:glyoxalase/bleomycin	2514
AT1G11850	description:transmembrane	867
AT1G11860	description:Glycine	2242
AT1G11870	description:Seryl-tRNA	3258
AT1G11880	description:transferases,	2738
AT1G11890	description:Synaptobrevin	2347
AT1G11900	description:Tetratricopeptide	1567
AT1G11905	description:B-cell	1762
AT1G11910	description:aspartic	4053
AT1G11915	description:wall-associated	1542
AT1G11920	description:Pectin	1580
AT1G11925	description:Stigma-specific	803
AT1G11930	description:Putative	1843
AT1G11940	description:Core-2/I-branching	2621
AT1G11950	description:Transcription	4433
AT1G11960	description:ERD	4455
AT1G11970	description:Ubiquitin-like	299
AT1G11980	description:ubiquitin-related	236
AT1G11990	description:O-fucosyltransferase	3059
AT1G12000	description:Phosphofructokinase	3975
AT1G12010	description:2-oxoglutarate	1803
AT1G12020		2186
AT1G12030	description:phosphoenolpyruvate	1859
AT1G12040	description:leucine-rich	2689
AT1G12050	description:fumarylacetoacetase	3466
AT1G12060	description:BCL-2-associated	1004
AT1G12064	description:transmembrane	597
AT1G12070	description:Immunoglobulin	1689
AT1G12080	description:Vacuolar	1023
AT1G12090	description:extensin-like	1193
AT1G12100	description:Bifunctional	637
AT1G12110	description:nitrate	4378
AT1G12120		2940
AT1G12130	description:Flavin-binding	2365
AT1G12140	GS-OX5	3310
AT1G12150	description:weak	2121
AT1G12160	description:Flavin-binding	2320
AT1G12170	description:F-box	1094
AT1G12180	description:14.7	772
AT1G12190	description:F-box	1127
AT1G12200	description:Flavin-binding	2647
AT1G12210	description:RPS5-like	2992
AT1G12211		3239
AT1G12220	description:Disease	3151
AT1G12230	description:Aldolase	3094
AT1G12240	description:Glycosyl	4012
AT1G12244	description:Polynucleotidyl	1392
AT1G12250	description:Pentapeptide	2279
AT1G12260	description:NAC	3102
